segments,method_webbank,method_mobile,dest_online,dest_tech
5,11.364490709558469,17.47713182884693,6.715879183461887,12.567443366640878
1,4.093909065570395,12.77593900690001,9.828420686048732,23.933072548852248
2,10.737697161888182,8.556348284826896,3.1195041712655867,19.16745706159869
2,11.25136923584493,6.270572128856915,3.45102886583492,19.800906565922226
5,11.26976291375846,15.380533996004258,10.021958357613988,9.790840420200087
1,2.710882939446315,13.763844365423772,9.005361319263468,21.087816291077004
1,1.97786064858659,5.635646519269956,22.21536535285296,16.689830284035487
5,7.46439660368394,19.107912872817156,7.102031506612788,7.411838704018684
2,17.030507904950326,7.7820292720780335,2.8377846457996587,11.994959458867022
5,14.051239538027389,10.195630517016554,8.137289111909169,8.47291929133295
4,4.141960619334966,0.803767529672875,0.9803849753859584,10.208237611798177
1,3.181263101171054,11.478758739792811,19.374571679677537,16.59395993721235
1,5.093593936206428,7.580523524315376,18.994805255996702,21.59043328802734
2,9.366611464188017,3.7959711530566738,2.357977064283399,10.931183388327966
1,4.282703919542487,12.480374919886668,10.824512748509484,24.386592733105502
3,4.639116581517569,12.344226285745782,23.374915651769687,25.059194257575886
4,3.4684167718929864,0.7554825851830127,1.0185702166122201,8.828471038315042
5,11.411339761051936,19.384086020666004,9.77257577425702,7.603526516449333
2,9.899903533526002,5.863808115045336,4.287910295138123,8.497133776182524
1,2.725457295424493,8.301626048064385,8.741682439252502,14.551627282260762
1,1.813309527257513,8.944163772758706,12.042387912520388,15.783731078965824
1,5.026961839883044,13.704518462139308,15.020071734447349,11.929103741324903
2,9.035827953956593,3.9265788006333033,2.7641967085490786,14.923910553507403
4,4.402660764172962,0.4805050810458198,1.119635423162932,6.446363801903805
1,0.8831179440570434,11.417591659998495,17.00250937540865,11.408922497566
2,11.154224804232651,8.289468660414384,3.182143980242376,14.906033588755493
5,4.8840982846500545,18.819547198951394,6.261591865034996,14.948893981283732
1,4.636912439385993,9.533961902637174,21.535811179916127,14.247625083272968
3,3.255386632872831,10.415344080894206,23.278090876429115,7.2523219740655485
4,2.866050049631847,1.4685511104561337,1.0266625557124007,5.2574847943421705
2,10.292046247851422,4.424556909838319,3.1298849842478162,14.834825781315553
2,6.403370743921101,3.907479690276334,3.238678163340102,13.136384160589405
3,5.916237085836863,5.129253190532753,21.575174427736947,18.225298749677137
4,4.933904329306859,1.2727371209852467,1.0366721313898533,11.604867217151016
2,15.22070552201074,4.427204023182269,2.284642084718854,10.083766736501364
4,4.323835890091086,0.9893975088504448,0.9586900845336649,7.9520496355425045
4,2.2591138518758895,1.2579356835006898,0.9872848348104708,12.372726682002694
2,13.290386605913598,5.073563256239377,2.939536316394098,15.031857169617199
5,10.987239677706045,12.49238183834292,11.4261609493177,10.192763223212669
1,2.7702460165408076,12.174770540967113,11.644977088449048,15.254208855137637
3,2.988873430932005,7.289168402703291,11.398902120926223,20.117433026503043
3,4.291345227613952,8.091382547972119,32.01992061216837,9.387511250887725
1,1.7420795036959664,10.240043657728567,12.32708593009797,15.138202476403661
3,3.3328826175533774,11.33223990713751,20.143880661630984,17.66349174436256
5,11.48450429257966,17.182976821247998,13.726266551051003,14.69640475200769
4,1.3699060528664466,0.8443181621223282,1.1884576183943987,6.9466590618003865
2,9.735432909860576,6.34995709812709,2.279656107329507,7.695574728812018
1,1.802796358339837,7.798904645280142,10.711043541570024,22.706709036279626
5,3.9645637018387276,11.099692216089545,11.654155363654086,9.414529918026286
5,16.961325856470705,13.272926496031914,9.61996950907385,13.774036600796101
4,3.945789468692725,0.6339890252349967,0.9581453669464782,9.482894108845564
4,0.8942609745995136,0.9955216596872404,0.9777256521024424,4.653768442784213
4,3.9103060666289,1.262482811444327,1.2360489703083628,14.765450746148979
4,3.9303444484362204,1.3594164709132905,1.0229147727417096,11.725187275578698
5,15.977746882351445,18.318213710827674,9.060988137242349,7.3938776093509215
3,4.267228140797711,6.6864368269536705,24.137480279726482,13.287350420200283
2,9.285102811204338,10.545527943608716,2.804286775695426,15.290105626684372
2,12.55611618452885,7.713867953643298,2.451761662823429,18.60012420020201
4,1.7698931176626167,0.8065034083721221,1.136300271195805,11.865990864102967
1,5.6899084713415045,7.738023950545545,14.86275503163591,18.543431232865053
4,1.7821928046990392,1.2896398647313516,1.3803905151179146,9.117049406691596
5,12.456553972436406,15.350534944368635,8.584831176409766,14.17287459817151
1,2.684536367369901,6.066188522660074,19.068178248248234,28.001054308312057
2,5.838226203347913,5.464748858538586,1.8213105528487545,9.029022243307248
3,4.426764796576884,16.844972852681227,16.311788630693304,15.977066769166036
5,6.623373108343003,11.672784082509041,10.379906926590326,14.569693053777808
1,1.685578716159956,6.320145626280461,13.99216077928095,15.917111008132052
2,11.747313063384516,3.7660186128448374,2.0545202204116633,18.34325594520498
1,1.6989701619246018,16.732911760233392,16.065586591340477,22.242770907914846
5,8.70843379163718,23.703891712585037,16.09337794987915,9.25031049677661
4,5.290128048979775,0.6175595413379025,0.7665387760132051,11.43911895347611
5,5.027095225802078,13.083288196061138,12.618314310003614,9.036895815663755
3,6.244896402479978,10.273288818998164,14.42939656969546,13.9288653738609
2,8.797152529819392,3.4458020910113483,1.8072857667688014,5.768659804509673
5,8.742356856635809,13.536023273467235,8.057468992028094,9.706726520845342
2,10.086601408331957,7.236233766980112,3.7080112661422806,18.06294471245596
3,3.7133927597191057,15.099897660406429,12.565171002043996,12.287940109242172
3,3.6608375631779904,9.933402052050017,17.46586866577736,18.233938662452747
2,8.257729223599778,9.08547541864456,4.819311474769028,10.547485951224242
3,5.30417361895124,7.610342530398883,18.970884362795616,11.538642672866404
3,4.836181947108751,10.82724347981595,14.9694329350671,9.164476910912631
5,10.646989220702354,19.982826357515115,9.406667532394277,12.098228323252174
5,12.931838528619851,14.469298366929353,13.797370420950378,9.464587124901417
3,4.887805033096929,9.889979987597124,15.713427301428354,12.904731157648444
5,10.850410140438916,15.237061427207607,9.755387050773532,8.000558708234133
1,1.3575001224304133,10.35977577954778,20.9439946061913,17.940969305693898
3,5.349426920912379,11.23515585266408,16.82140123035534,7.470226612048298
4,1.5094608804022596,1.4928094359636583,0.8462175512184169,11.416475362891426
5,6.674546785394361,21.57698614714512,6.602114726805273,6.13264534323455
5,12.292559847051074,11.925088134984913,10.462382025822595,10.003566011228902
3,4.025082973163714,12.082790766595037,23.680462138756038,9.627887907334614
3,4.226132473271093,6.939139255619861,15.828843471741122,12.039760513342074
4,2.3071903259674458,0.7547692575726989,1.0583618912701496,11.915142862335774
1,1.9510983655182426,10.193451427167851,25.559629573819205,14.657545925331819
1,3.6351443116816435,6.324391198816646,11.281894101566916,21.626005294490223
5,9.320051641304497,14.111973044227879,6.49629152560591,11.78132885525031
1,1.4138726346155503,5.7580832476602435,16.826282702562086,22.40587152999144
3,4.656608966713574,5.939865219301561,25.1055949313399,13.91055189456326
5,7.071183539277663,21.78259208369484,7.402120517290044,11.127833011361188
1,1.5639446037038829,13.057843840717595,11.201528323524295,21.633665260783676
1,3.7508839120488155,9.934069213973281,19.91307190086299,17.247744121912685
1,2.311510413546868,14.096171699349819,19.13450698110733,20.950307614523787
1,3.144850325859847,11.072339178343173,16.037044051471664,8.872133487524463
2,8.444545474263656,7.529192836550679,2.7604542013815845,10.211163729649114
4,1.371705145139793,1.6361134668416921,0.7334889077133521,9.926551302255783
4,2.6025396556883993,0.835766651044252,0.9357673904705476,5.381449341180766
4,2.335212070890281,0.5771792777143373,1.0483198195250272,9.568596458915668
4,2.5725874274866727,0.863135558165465,0.8326302184461913,11.449448179369307
3,3.840693514480442,5.071266635132554,20.949672274114086,15.712825500665053
1,4.363169948839681,10.520804776563798,15.098509200546829,19.247982198863927
4,1.3520884423577249,0.5521502172653993,0.8811546924221428,8.860555545959492
1,3.052752421304954,9.948070600320671,14.493362967602769,16.812793213661685
3,4.503868098275712,10.903229734144617,15.787557466772126,22.538225331043865
4,0.8727448671674203,0.7250774478145963,1.0559130500660532,5.988888073985798
5,11.866163622305727,15.385783342194378,8.147860240087079,8.393427922073196
2,10.91025764358856,7.799071823842765,1.5814074516195955,10.92152546434824
1,1.5329650257326055,12.816054496609677,15.371541447478798,25.462261617125797
3,5.729344128164198,6.957452893571037,20.47642836887557,19.1974640196893
2,4.805395725598706,9.18141219698438,1.4720377010584225,9.383181260831856
5,11.312099108123515,15.84497815590149,10.831469416767616,6.662788580089596
1,4.581478775257933,5.046495254763577,18.058293591089345,24.103358233610482
3,2.970103667684509,10.326947187374556,19.448579664181004,13.810232243628409
2,5.987968769323121,3.4434641627259372,3.784890641848794,15.409936425891704
3,4.479090869444178,11.600880350354766,30.332168116003317,9.590417845313679
5,5.596180890452445,18.20861387736886,14.812156027375012,8.68797305276957
1,1.595702983448874,14.814206604219759,18.448444199583573,11.40691731667941
5,12.607484259261028,9.169221156426117,10.857934584155455,15.687735535104824
4,4.43223286437803,1.357575016143679,1.1986476335415446,8.06864728734995
5,5.322810459366131,24.8108238657888,8.691037786833396,10.953095791161624
5,5.9034463882580015,14.217270076281856,11.268366680427087,13.273516057529763
2,5.152201152018192,6.546730509020699,2.8410882486128037,6.165899095930765
5,14.065654961705942,19.543597253580998,6.497912282556491,13.886551021230911
3,3.8240614380569924,12.266212568725496,19.72006849905438,21.59482143026784
2,8.798967745779098,3.0165342697424578,2.0510255910581505,14.04053067046579
2,12.802177035045975,8.615296139524881,2.9831510778006467,9.180093721505564
4,2.0378167033834305,1.4266984867186834,1.0939962514275188,12.809871965678848
5,11.62527488380043,19.404561184947784,9.509108363000427,11.262047761921044
3,6.812319653990039,12.782518942119122,14.00859210387748,11.466732039095586
3,3.9196753411070104,9.453939371003553,24.528558927654302,18.043311558461443
3,7.255769080870597,11.283649453791716,11.746316022621333,10.955291094221675
1,4.134562514171467,8.090399772515541,25.161730037657087,18.93400315313989
4,3.2210574584440756,1.0976925074406532,0.9900505569087219,13.119430909980508
1,3.626019994133801,8.822890774354448,13.375926595178672,12.157755482254263
3,5.037649336310719,13.362914286834657,22.805669758698738,13.149645300995259
3,5.111715430905617,10.100168884327001,18.849089936839107,18.27854067856826
1,3.4018382687347395,9.867376317559334,20.775160691140538,27.96672412121136
1,3.4105238989641915,5.7244768586752794,16.93118024145495,12.867089003512314
3,4.451162347027231,11.234411952077068,32.202158922355416,10.741398189240375
1,4.045298931166391,8.61990276087765,13.900647863972793,18.146098463656422
1,3.9316734207339445,9.021500774619442,13.12966467254256,24.8726629126285
3,3.8386704035579684,9.575948409986912,23.202348511436977,9.794028935817863
4,1.436236871939185,1.91624367048965,0.7933649802389914,9.786602509615031
2,11.36843926413102,6.123985740103579,3.6261634958198945,19.657579295393816
3,4.605223161761424,12.370454379088557,19.651103775742317,16.59593652694816
2,5.310685325017929,10.505336753414763,1.764616908655035,15.30708437243962
1,3.0736629902850128,10.072472308138542,17.679893382877328,11.913441983238522
2,5.9063225663162715,6.765731799225115,3.140168010224727,12.247144926985241
3,3.9287914127528496,13.455622576827558,16.693084974331658,13.482399832996549
1,3.211765409329262,7.221435168721182,13.540516546134548,20.789770320456334
1,1.8812461514166718,12.269249643135609,13.03621028955419,15.197039137088966
4,1.9055722222683078,0.909396926378247,1.025466674817831,6.687109086416869
1,1.8975531892316526,9.008986907321868,17.04805418571701,24.472098974136518
4,3.926142465746827,1.0701179803788161,0.7681697380825938,10.74547972732588
1,5.087423484622284,14.951479461151083,14.963008440315532,32.46548782002645
4,3.0567615682843394,0.44061381219643003,0.8855912260077772,7.3352556098978035
5,12.57176942018411,11.181550687392154,10.11374840888084,7.287856033992384
1,2.547655307820454,12.819801277849619,13.142450234569433,12.858093965318249
3,5.551649368988891,11.13622567056804,21.365604980015355,22.080356273839694
5,10.053525540592888,16.584150394583162,11.571702169340593,5.373455960772821
3,3.3119309018417398,10.254978969926128,23.54444562760657,15.132979242265424
3,5.057526860279999,10.587411657827163,20.139896426500066,7.127407114545166
2,9.22708048710569,5.297962736569479,1.367636262088583,12.150085210676178
5,7.188485334571529,22.345155107562352,7.231886410194455,9.213473545084634
1,1.206969150262689,8.87082531690941,13.125282229932974,21.83211152536374
5,13.513772848165193,19.01538680994654,11.729535007174723,8.597947544918194
3,6.6369112378654185,12.417432979695803,16.345142283952253,19.798984392050826
5,13.067863780610784,21.5499989172838,11.024577022908636,4.596059435182005
2,7.758764677420557,10.15635342491699,3.3489362284098956,13.086949989536107
5,7.166578224255351,14.749150257972609,5.246539471099497,8.02810749433782
2,11.41293939430142,8.319493819826409,3.6256777388187564,13.757521008427402
3,4.463381421736204,11.11923769318071,18.543660195189794,7.832585933404385
5,10.148220511169274,11.775299432438159,8.809041926936485,8.880150977932333
2,5.1341815239630035,3.4453228548257573,3.5463901453602675,11.95638699339327
2,8.961972570075401,4.730772279572306,4.321332711995037,16.223108059621495
2,9.139633549496434,6.087254828687262,1.6108205582342483,16.725152770887394
3,7.1808567106000325,8.098478853345137,15.322454224019044,28.442662935620405
3,7.465348509987484,9.02022777177699,21.91437196545445,14.02505733770438
4,2.412287472229384,1.0265593235245962,0.8895419367260305,11.485718417691453
3,5.859586890365711,5.048207591863614,19.540343566901004,22.80314207712402
5,12.053461565523477,19.653028201102146,6.975441300773177,15.293883604962499
3,4.763111529269668,13.817803920664584,20.401623785254593,18.45780850663025
5,8.41512640915295,14.920613163999938,8.990900754599142,10.359391636431875
3,3.1308124858244106,4.452107047430219,19.565051652005998,15.038313844065094
2,4.619976039880985,5.965964635550225,1.9381719779436863,9.7996536159168
2,14.604734474671488,7.95337713458655,5.637913121201505,9.120115853388132
3,5.684257710980592,14.41342545316244,23.132665921927778,11.142335495991238
2,7.981118480706327,7.257438042221774,3.86046495094245,12.357085502245013
2,7.712032752003487,9.773132258324457,2.1089010865221525,10.399307041978878
1,2.5335596522069426,4.438777336199518,10.428845937685747,25.545341718596106
5,14.417431048250261,10.794649406809516,10.991658490172602,11.155688345640009
1,2.7467547875845733,8.27527904696446,19.129734939572817,13.564793120250327
1,2.5895789457725793,7.524931276074684,14.4887825720187,21.509191318362454
4,4.501838526313381,1.1805322518902548,1.0440817887892888,11.246076875272639
1,2.5496125882337366,9.776881433013697,17.435656083505663,23.133521810283977
1,2.411544197871572,13.968257423519331,10.63117190009895,17.84772788230332
4,2.1820711705553575,1.0116060685179455,0.7951054056102984,8.588014612124258
5,16.101857488408488,18.108088884471538,10.99183162127639,9.325149875394791
1,2.8387383249925597,13.090528239729224,20.042559541807478,19.392990639694602
5,9.7662989297846,13.002646737415283,10.258504827016196,7.592543376324268
3,3.1936549123302878,5.359013656996855,16.22195326784696,13.810214436949778
2,8.155084967043749,9.390593525555339,1.9048645604240553,15.1874457652834
3,4.511614197837218,8.92054917680086,19.032380832467926,13.366443535116106
3,3.4369745067681396,12.613989015141344,19.722860176193237,9.420688643101768
5,8.090027662068296,16.225082878638762,9.014210896928763,14.117539503287265
5,5.641377513780413,9.145920502287517,14.787274985829926,12.475859599558639
2,11.048282686001713,3.8016028519696423,3.6829592248629486,8.407030225551244
1,4.568017457192876,9.064928330310762,19.451556889729744,11.785721187211545
4,4.040175490975769,0.8109077104278118,1.0779858480354687,5.171057369636044
5,7.23334920020687,18.283736903882335,13.763476102648447,8.628511194318929
2,12.395006165609956,5.450878717092986,4.186684718480766,13.066222730455959
4,2.6810035634546785,1.1422587537836342,1.0024900130941938,6.0428664073336975
2,10.470506413613482,8.322228556286447,1.9772404049747807,14.155412269184358
5,10.02681038013846,11.067235923237122,11.15254258944742,14.607251099151519
4,1.3990587803982801,1.161586914200324,1.2738552158049392,7.314760640459037
1,4.335798066771666,6.895743537793322,14.729627264271889,22.672187704918137
3,4.692676328031902,10.344640504372824,23.85342307508382,14.59784612240237
3,5.089969407957917,8.864259155217164,23.241813488069628,14.88229430543796
2,12.770137978661811,9.498610855314068,3.336074131246987,5.343329941333295
5,9.219904212265897,17.128682781695563,5.657598363777634,12.07575533163025
5,6.475968785868762,10.214710292615866,10.900505270408066,13.73255726597679
1,4.133844992015093,11.84985518832845,15.487982881603788,16.427426498726977
2,8.657545898216611,8.42266698026566,2.743879796835386,13.78317565375349
4,4.518053191374158,1.2606058424747089,1.1978444118780578,9.750006354711145
1,1.4106552550755893,8.546292397918128,15.537555563281865,33.13453905910305
1,3.360180844863795,8.272112877637658,17.6095645553122,22.520944021382785
4,2.2539414790878696,1.1265835897843828,1.1704815213396973,10.016551481885491
4,1.39831912972882,1.0062235287723325,0.8930639836765822,12.93860571496108
5,15.476915780400946,20.97453873518017,9.689599936823976,10.216147081195675
4,1.224198218102446,1.4379642810363282,0.8002301751017106,5.247491985976954
3,4.655300726599152,8.151765681738652,21.516890638512116,8.706691586153218
4,3.2728607579222997,0.7916032274283441,0.7464031902167888,4.921867277915831
3,3.3859383977520427,13.52984575125773,17.321052083140735,17.76282285255661
2,8.802621561049468,4.121544449568233,2.162806913607466,12.161501889299673
5,5.3203036656893765,26.225984982159538,11.362511180674995,11.008691326534532
2,11.826375487282464,3.7108340764922016,3.166630764785455,8.128600205419529
3,3.4939951339404702,8.308384403967239,29.31086906694313,11.50065141984933
4,3.719148887018469,0.9051098624289436,1.0638245541129931,11.018322440690142
2,11.366073112158952,4.9249423411803175,1.9058809009020146,9.593178365238462
5,7.717488198994976,21.27771994957651,14.34666539281135,5.753439168425479
2,7.7488903693954825,8.072325064665248,2.986370414734868,8.79030857372996
2,15.019146079814005,5.743327446884164,4.116654055622307,12.80035070546068
5,8.501472348125937,17.439842919090438,5.403716425539891,13.77607497368729
5,9.979760024310986,20.40622955682878,11.844482387656585,13.741855548161382
2,6.285788202761528,9.831941349917884,2.322982589933129,7.254118306139848
1,0.986938811502659,7.252049823931629,12.63111562143223,15.233939268957123
4,3.9471136342149458,1.2896961490310073,0.8963524561098916,15.080510643582723
5,11.418728821757496,14.508799919921934,13.480429670649091,12.953811821626676
4,2.193181132590018,1.1607583904292735,0.9024342169929163,7.86634048564762
3,4.067188446852533,9.49707370772503,32.884092269591534,15.260154125862654
3,5.393997516782847,9.35887161745904,20.713318242330676,6.1778586437664496
2,8.37763217480952,4.704138695781218,1.9789819599238485,7.392318708697358
4,2.0425727829133473,0.887130104782918,1.4736877755185331,9.277943751142972
3,4.79027201865802,9.002475091745545,14.464610251002668,12.471035413477862
4,3.1732433814410106,1.1505483681233395,1.4041350188923698,10.55802858982395
5,8.557185431732067,10.069157793260409,11.226684292856563,12.835670909023476
2,11.08291048973916,7.206852707996038,2.4978937659669094,12.886106412329557
2,6.610005427887517,4.820933887995368,2.595130168746463,20.15409006138159
3,4.724585417028618,9.750815470519212,10.767147905947494,10.215125137837736
2,7.38080145063625,6.433982852685335,1.3465257833440687,12.119583701304276
2,11.121079165917253,5.3027093830054435,3.272911931925373,12.002604964884656
5,9.221750690025893,14.433900958851147,7.273024770759792,7.288204178486469
4,3.585222422077895,0.6626780590198758,0.757091663319162,10.709225253901165
2,10.912478769472726,11.88909858875484,1.8063651409724082,8.942667048093424
4,1.0107819399352442,1.3363007779752847,1.1680002059918229,10.51430354350921
