category,appType.mobile,appType.web,appType.ATM,appType.phone,duration,sect.cadr,sect.account,sect.loan,sect.transact,stat,action.yes,action.no,sugg.travel,sugg.clothes,sugg.food,sugg.car
3,28.60979764637621,5.964874148372141,5.970299516035703,6.964874843743636,32.927708382969875,6.638961345198801,8.92969854789876,3.9937855694048494,72.21206093143336,23.788968726116828,22.613232253179465,16.479055479237065,20.18256827217431,16.936175269292338,68.26881808501646,31.731181914983527
3,23.30655587184311,8.324037570012152,8.267260229560963,12.203902076729621,28.179524967322667,7.633674154366621,7.479470207397126,4.6055749227677305,75.09746893582466,22.551012549654857,20.864692167862277,23.311423753783075,16.727341039787508,16.54553048891227,69.68879725450981,30.311202745490196
4,9.477719141974898,9.346789436204398,9.447057754417282,14.080202576399723,28.93196173977575,10.52508337239318,10.928157677939188,7.263028300895592,52.51946920393064,19.65432262254146,19.374103240759908,19.68646068364647,21.627317511983815,19.65779594106834,68.8783022313395,31.12169776866049
4,15.897805674752979,9.110506399426352,9.895075751826464,8.042560351726939,31.685569246771887,9.939305497283833,7.932347132501347,7.4968299457102,52.68931581524477,19.463415040184035,22.57226437674601,21.25973182809332,18.042892867556024,18.661695887420617,69.23654053346,30.76345946654
5,14.36741074707803,12.19720202545647,15.203253528187247,8.971211046307378,20.089677558538952,10.583974079364852,10.978243042160607,7.609027972906474,137.49338588946824,20.989776495145414,21.87359881067397,18.358496153827044,21.1459463380784,17.632182202275168,68.63505012249863,31.36494987750137
1,32.419424229509325,12.574226971329585,3.5139042173690163,6.088220548543088,36.31841152531508,4.525534228666711,2.6346076980844053,1.925670581182793,102.91452726490508,23.95513576974505,24.092098198785873,17.909643906036205,17.58171476052808,16.461407364904794,70.33546924218619,29.66453075781381
5,13.460918868798919,8.959491974002084,13.006883147130713,14.009713861554257,20.494516227198016,12.961522020450053,8.580273884321905,8.52668001654406,146.96028431036143,20.046676097228744,23.67838886828721,19.74805267363838,17.823801215567325,18.703081145278343,69.88886830617446,30.11113169382555
4,15.029537419919487,10.595866350398254,5.838221892690746,11.346760950447628,30.320299745695856,12.54275045551596,7.238245535576665,7.088317649755399,59.00652061964577,18.903678388426087,21.043911494013567,20.6701599332613,20.93257794778748,18.449672236511574,68.89469537818627,31.10530462181374
3,22.78642857321103,9.866115021203878,7.747832651571683,11.130302159298049,27.300238717284724,8.206181796178901,9.143362451176896,3.8195386300748493,79.93245433328468,21.87328508701316,23.135246545474946,19.337786416453277,19.849018729540514,15.804663221518117,70.18422859921232,29.81577140078769
2,3.8451179374158526,5.724946287136188,12.697453470580825,27.075095622914375,35.4948709456472,6.696323108389625,4.613307004329207,3.85288562358673,148.2852558545696,17.05652781732233,12.919853562444983,16.889184628519814,24.139250081625253,28.995183910087626,71.79698217557906,28.203017824420947
3,28.169203790691068,7.073849752722797,5.713589885713641,6.85385840556652,32.53590592861704,9.551232638313872,6.001455435317703,4.1009041630573675,66.93644908215951,21.585246432075568,23.065733481425262,19.418369630149666,19.05440737618943,16.876243080160073,69.454644666417,30.545355333582997
4,7.605439905361007,8.520759842394959,6.703779282368047,12.947107809491634,34.42598132992048,11.870137953893686,9.004956933368053,8.921836943202138,55.08691187364505,20.1777966493981,20.764555684713912,17.41466952607739,19.296393166192427,22.34658497361817,71.29038911552013,28.70961088447988
2,5.330675252797549,5.084195747178385,12.255485809003604,27.628757085968616,31.848169956791654,8.669500176093194,4.772687470308167,4.410528501858844,140.3288350065389,15.622769320666713,15.586737610513179,20.42599580078967,22.342141370221334,26.022355897809096,70.99994234252672,29.000057657473278
4,8.703465843825269,7.453859301398838,6.507332512075598,9.970867074349961,28.768874994956946,16.136935489285978,10.896752102811021,11.5619126812964,71.35165921470397,23.146125418077833,19.787430608170798,19.604034646165566,16.811739939335865,20.650669388249927,67.06144291096535,32.93855708903465
5,11.825796901673863,9.90598089621663,16.049880548861104,11.125588377473262,22.23442818200573,12.372299780997126,10.329897462216016,6.156127850556288,135.6425045427917,19.269422935089004,20.158355753155785,20.538233280793207,18.81329157339116,21.220696457570842,68.79299186300157,31.207008136998425
1,28.493820664499374,14.554931657211279,4.4631863440063455,5.361272218775557,37.48150484149129,4.798343561387933,2.2867808945835835,2.56015981804462,107.31043397884105,19.622327449513577,26.425090679596373,21.815847347255747,16.737771965439396,15.398962558194917,67.26965933278312,32.73034066721688
4,12.53292849001074,6.073544651665964,6.546668248731391,13.787545405360206,32.66517028653425,12.230153785278212,9.337647220348263,6.82634191207099,75.85763414809864,19.954021505809923,18.90414887190729,20.981874988697943,19.14500522370902,21.014949409875825,71.32645682694674,28.673543173053268
1,29.934019402401535,8.497876773720787,4.337468318298946,4.903267373979866,41.28938159373149,5.818122128611957,2.734974506462979,2.484889902792435,118.28781253458604,20.2690236055714,27.122600707044047,20.22428553641193,15.761266024587314,16.622824126385307,69.85782656892317,30.14217343107683
5,14.869817883631638,12.171394660662742,9.523237004812737,12.00842590655019,19.746820636456825,13.701427569948832,11.305682609311427,6.673193728625612,127.51365438924421,20.31502478176725,21.11485115112742,21.35560441051922,19.109366076336222,18.105153580249887,68.40444546001659,31.595554539983418
1,26.99872273687352,7.315569131378666,6.997236781732181,3.874425324654745,45.06435624811672,4.391463838226242,3.0849982772459548,2.2732276617719647,109.62396302557698,20.29679076498174,22.601240217752924,21.484693615059566,18.738397457328297,16.878877944877477,69.36050986443391,30.63949013556609
1,28.832237335667944,8.74836917175715,4.653744970770969,4.9314167084220175,43.10693593831728,4.1586864573615765,2.751169777354145,2.817439640348911,117.96751585024602,20.822042233548686,28.10180666612623,18.112629798405838,19.151524529102375,13.811996772816878,68.93501581762922,31.064984182370775
