category,age,income,education,job,creditScore,balanceDeposite,mortgage,studentLoan,loan,loanDeposit,checking,moneyMarket,appType.mobile,appType.web,appType.ATM,appType.phone,duration,sect.cadr,sect.account,sect.loan,sect.transact,stat,action.yes,action.no,sugg.travel,sugg.clothes,sugg.food,sugg.car,geo.us,geo.eu,geo.asia,geo.africa,curr.usd,curr.eu,other,type.exch,type.transf,type.goods,type.other,method.atm,method.branch,method.card,method.ecom,method.webbank,method.mobile,dest.online,dest.tech,dest.food,dest.serv,dest.travel,dest.other
2,23,1030.1406306459826,1,3,37.41808601922117,5189.719204924512,50807.372480912716,5271.37013829822,1033.7265223071963,856.4971186283041,193.60209009132268,521.577158909429,6.233244135956352,4.133714404041563,6.7585444449156205,32.235363722682706,38.96840465317163,5.892678725800221,2.3223321397723553,3.4557177736595364,167.33833574216024,17.9271607138851,14.373239324303452,19.20045584690201,23.952732599553187,24.54641151535626,73.0391584821681,26.960841517831884,88.06801244410907,8.35684719938749,2.835521927245447,0.7396184292579842,85.71479264501687,10.145867028248173,4.13934032673496,10.473839627092419,9.618435933144236,76.67518440202656,3.2325400377367726,10.804412584864277,5.498532474470162,63.050576211283826,3.6337645077828884,9.01477432446972,7.997939897129111,1.821829345680355,14.65810794703741,62.66922073593033,11.02050650749625,5.016437548734096,4.813897915121555
1,21,520.5928663815606,0,3,10.466953609898338,105.31880611377244,0.0,10152.076919915757,0.0,0.0,0.0,0.0,28.46050197946904,8.038988074669062,4.150855732374513,5.761577291033296,44.42143946647015,4.738053476240085,2.373202179399875,2.0553818003439783,98.90778132261491,23.56923091331703,24.362317056052323,17.33203581358498,18.026867652387953,16.70954856465772,67.05194676665651,32.94805323334348,84.53671908969592,9.599855552215093,3.4159137405998097,2.447511617489183,83.54133367492959,10.836010245709279,5.6226560793611355,13.40411947099017,11.473862886882353,70.71821007519375,4.403807566933731,0.5452176379977348,0.6977183031963965,72.34477457064595,13.43571395529538,2.212686859465211,10.763888673399316,13.697625412936091,28.101385318077178,19.558307343168103,14.411659953598196,22.54249791616048,1.688524056059964
4,58,3268.2473846342305,1,2,95.05450199723532,18420.515687738265,9104.312897584106,0.0,9015.013065482612,8270.138796812666,649.2016685839642,93.64322973872375,13.096806923103465,10.114106127203938,10.446631110812627,10.601186592136777,28.75677782124416,8.842159096885583,10.08751529453135,8.054817034082093,55.77017226717082,19.745175783794334,20.65872187956763,20.96351704126734,21.117729719148002,17.514855576222686,69.05501258044492,30.944987419555076,1.370687501157886,2.0035413133699578,20.988355202968382,75.63741598250377,13.71049098230887,11.40628868332063,74.88322033437049,74.22415148074005,3.351775770007553,19.635974778622085,2.78809797063033,13.219990367383353,18.62675762645936,64.76694891052931,0.6347129193379419,2.0882284415350383,0.6633617347550035,1.156691733348243,12.216819901904872,77.87999182909073,5.6327225058812385,1.168354563427142,1.9454194663477637
4,55,2878.8112323380014,2,4,96.15809926856937,21185.28887412854,9930.021908218734,0.0,10119.066019746318,8073.217499501225,605.1500268487771,95.29309058516874,15.541188303270062,8.207047041665811,9.115961310517635,13.467343424038901,31.56850462485049,9.103822366122657,6.624589959867324,6.371542969667112,41.73814101901022,19.53512492756595,22.409703657654337,22.99073503604244,18.690137197977553,16.374299180759714,67.93623563390042,32.063764366099576,3.1643180427355277,2.5897472878770222,22.438888920660915,71.80704574872654,11.428163031070996,12.398758423343317,76.17307854558571,68.86393693017425,2.6820598121286996,24.323368950080688,4.130634307616378,8.77502970064938,10.733889356152702,76.26337043613161,0.8641548582207037,2.0082440395094086,1.3553116093361839,1.0230781162668616,13.698797072629102,78.52648731382718,3.9775058879692917,0.9753502428876305,1.798781366419934
5,61,455.8093493727065,0,3,18.15917670949348,14716.044434305015,0.0,0.0,2164.38170522483,1598.975708986631,479.49214215090046,284.4984826661529,13.413648236584692,12.389918627722363,12.133739345257457,12.190613390845638,17.842731904910597,13.215691399319665,10.82639455215789,7.987262543201703,118.48098951880621,17.753620922869864,20.373393249712844,21.640173543450455,22.078259740174026,18.154552543792818,69.7917990052336,30.208200994766393,7.187941272169579,8.584173790254496,16.068690538298107,68.15919439927781,15.166286419171152,18.443028914703348,66.3906846661255,66.33457840579932,4.232063246830287,25.6372890653645,3.796069282005902,1.3766210296766253,1.2816683663125672,58.38464882877109,8.222591173359033,4.9706866829450105,25.76378391893568,12.334926473156917,6.902066542172469,52.95552201494937,20.853648771069025,6.929731419642711,0.024104779009500116
2,24,974.5889161570555,2,1,41.183310836743665,5453.364210307407,46722.80604460646,5335.112346304331,1007.4945010048493,914.4045963133213,187.217153163919,475.6295752136457,5.286886816661777,4.161239399293139,8.955272937931818,26.88791205216331,37.857946584318604,8.692756056468678,4.156485448416406,4.001500704746271,155.65586812553045,17.248106563984326,15.053759865857973,18.014441062218065,23.293956830665348,26.389735677274288,70.82528098291469,29.174719017085305,91.6526131457099,5.445077359231354,2.2507495341605734,0.6515599608981657,87.86081572023964,9.571011179138965,2.568173100621404,6.830485980327723,10.4326274634604,78.78097246851887,3.9559140876929995,12.28491378666653,12.543200126819281,50.40701091994618,3.389320643299295,14.295201106033256,7.080353417235454,2.3855654830157995,8.74132120138924,66.42370892834552,14.23679364020539,5.2193239690943045,2.9932867779497467
3,38,1884.3294348523395,2,2,66.83714604791984,10194.167090917505,30062.5507546365,0.0,4504.165166135525,4026.7992881940036,403.5642403213342,197.9489125956183,25.24175779872852,10.080366930678926,8.138886449425046,9.049414162637392,25.751736864087277,7.973294433549344,8.546348871693112,5.218194489200395,73.42339023611811,20.90073395172046,20.26266213453817,21.868446678564354,20.652283923624516,16.315873311552505,65.84867482440791,34.151325175592085,68.25322317109044,21.209492928637736,7.309053224343871,3.228230675927949,66.29129178644656,24.107695216978954,9.60101299657448,19.615535857008474,10.277063616910077,65.9298395111935,4.177561014887936,2.584725102809714,1.958653701631436,62.961721408686145,18.152077090614096,5.974510454657094,8.368312241601497,26.215511195561948,20.143437254741734,28.202249836433822,3.866760836326134,21.520935560502792,0.05110531643356624
5,65,485.9319791429901,2,3,21.028219072707344,14225.046785139224,0.0,0.0,2017.4287185516864,1611.4833643929587,454.18124757785495,308.85396267692295,15.118664751111814,10.398220358702659,12.337149202194203,15.093625347208468,17.117626948702565,11.130447479388565,9.686429537928664,9.117836374763055,111.20933983168733,19.708597315903145,20.09354100859044,21.278223686734183,20.21811335163309,18.70152463713914,70.72445693142612,29.275543068573878,3.465904812706412,15.021882430262643,14.184492459975722,67.32772029705522,16.082890311007432,19.371505687608323,64.54560400138423,74.2578932272365,3.290312462729362,19.887851272090266,2.563943037943869,1.869362843183939,1.177061329861226,60.138236078011516,6.798567958601421,11.09429390428706,18.922477886054843,13.563390775277401,13.834324673113255,38.85079843858149,13.779903926242385,19.795842682105334,0.175739504680147
1,21,530.5338616172883,1,3,10.313216424524729,107.57665892370107,0.0,9364.021211666584,0.0,0.0,0.0,0.0,29.521345520962516,7.741551389066145,6.118266830930927,6.4071935922796985,39.58145175535109,5.645718963877621,2.1143596607664086,2.8701122867655857,108.56631078662403,20.484829059810547,25.44242695692585,21.466469995000413,19.595109508106454,13.011164480156731,68.01156168935758,31.988438310642426,78.31992405564075,17.377642849906717,3.142691411055957,1.1597416833965821,76.47991740305162,19.544449057661623,3.975633539286747,9.098337874129282,12.768606076011906,75.22194977100452,2.911106278854296,1.169870941125593,0.9764187708662452,70.91823452685843,14.895747903090506,3.082713656102889,8.957014201956339,13.86079729565485,12.375656874622369,26.89649551422181,26.39996591102699,19.67492402142507,0.7921603830489211
4,52,2782.518154650961,2,4,97.01858541317239,20666.618249419113,9310.229732872886,0.0,9155.202729845863,7610.401618620747,617.3987451253236,100.43080976044328,14.434747598509933,10.306814827185482,5.285954408876123,12.869101512852419,29.02913350040241,12.360781064943204,8.890972167606677,6.82249491962376,49.56443551648955,20.673161174607163,22.037464114107976,22.43972966656373,18.908148816048083,15.94149622867305,68.32788649977735,31.672113500222654,2.370707148053127,3.9758059499465657,13.593066381341828,80.06042052065847,15.739995710078865,13.604500448277404,70.65550384164374,79.46151183381875,2.63509817686842,14.335805558218285,3.567584431094544,9.52301287959166,21.87832620986003,63.97113627875173,0.7788735678899779,2.8476774618027876,1.000973602103824,0.9849950213239036,13.20755256196925,78.70396681078763,3.8668410080657174,0.7921836950121262,2.444460902841376
