category,geo.us,geo.eu,geo.asia,geo.africa,curr.usd,curr.eu,other,type.exch,type.transf,type.goods,type.other,method.atm,method.branch,method.card,method.ecom,method.webbank,method.mobile,dest.online,dest.tech,dest.food,dest.serv,dest.travel,dest.other
3,69.10749929804166,19.78632603640097,7.892549249543543,3.213625416013825,74.55910479637865,18.138351023929946,7.302544179691411,22.59753648178116,12.188028552926538,62.013609094012914,3.2008258712793882,4.913965770179973,2.7013229258915246,58.16125541086857,20.432329284563437,3.7966661688955865,9.994460439600896,21.472557179898335,11.880403842155635,44.19128899679487,3.351897516942141,18.96807711399241,0.13577535021660594
4,2.8040234019712393,2.7995355435543448,15.676610946267228,78.71983010820718,15.294104441015326,13.38750506406271,71.31839049492197,72.36447175513725,2.869942869292419,21.539372451763956,3.226212923806391,7.284239146520139,20.87557590925488,66.56503812150582,0.7605666240897149,3.4383812828442775,1.0761989157851675,0.9747302502319847,6.800954655743265,82.2091325169536,4.7933653522289,1.133823768707185,4.087993456135068
4,2.282685666600023,2.659579563525331,20.595545683362037,74.46218908651262,7.954582164607238,12.779044754146948,79.26637308124582,68.3960080006809,4.252117679695946,23.413399101245474,3.9384752183776914,14.633978811036638,11.428684172360112,68.10900015000499,1.5305400336320467,3.0512193790279514,1.2465774539382877,0.7365896466989255,10.141899813451564,80.13577973844248,5.1733433928705885,0.9599037148765721,2.852483693659863
5,2.8757612776455668,13.915625830922243,11.625645618402965,71.58296727302924,13.088536466175324,19.8762132304366,67.03525030338808,79.20500520421342,2.4051722389680625,15.50679947805061,2.8830230787679203,0.6719802375814732,0.7714454792619151,61.01419746754504,10.560003923382176,9.540198261522542,17.44217463070685,11.011969873517053,12.177873049469653,42.77743479978282,9.531222387023432,24.276332162513572,0.22516772769347712
2,90.55025190754284,5.767253896632655,2.6283578195735293,1.0541363762509717,88.29979229590573,8.300533222723828,3.399674481370438,8.116886696325425,15.164791049489232,73.00963414994106,3.7086881042442856,10.207941818565153,11.285614443713934,50.86687511031286,4.859042059313482,10.192352135174486,12.588174432920093,4.363471530069737,9.736524464493888,65.1886538947734,8.645890181768582,6.516477413054689,5.548982515839691
3,56.28787554000423,28.68784201974743,11.477840758050311,3.5464416821980267,60.704724423016174,29.972106607191474,9.323168969792343,26.559144318138166,12.466064183685416,56.442385713730644,4.532405784445773,2.4615158399769768,3.938800037260749,48.025895977418664,26.280378008360504,6.139831082994897,13.153579053988224,16.874796510183806,12.57049967579517,42.199140571100585,5.873944438720978,22.444808164796363,0.03681063940309215
3,78.96417036885629,15.41130864002901,2.8657491465084917,2.758771844606216,81.16103043632475,13.004815989552498,5.834153574122769,11.930648967863654,15.418565736311148,70.56368320778981,2.0871020880353903,4.337151728639232,2.702339872504677,63.62039905712184,16.175608376340218,4.897761484045435,8.266739481348605,11.119920674300056,18.84711671922055,42.361425460785476,5.247715454455917,22.387051271186778,0.0367704200512233
3,67.19228615148408,21.013980134567333,9.176505162834731,2.6172285511138607,63.50216667180633,25.491187150797877,11.006646177395796,18.262956676988534,15.220159704639933,63.900627358412365,2.6162562599591763,1.349294167755153,1.9165736863273706,59.02192273275365,20.882351979455883,5.480312883547058,11.34954455016088,14.102816615144413,17.371616652235744,32.76336916896967,6.125185182441161,29.538187384117244,0.0988249970917626
3,66.55024239402799,22.830284801967647,6.935869081302534,3.6836037227018323,60.37587728616075,28.600173037159713,11.023949676679534,13.890888666121784,12.76953794700254,70.44722693341119,2.892346453464479,1.3690159940080413,2.302336920646568,53.093302727536816,28.723181617225208,7.758064512840249,6.75409822774312,14.657828109752344,10.543008376710205,40.529359064858625,3.863864289873742,30.394529016966032,0.011411141839056399
5,5.147459944185156,11.324330616322543,11.319543738756012,72.20866570073629,10.149303860832202,22.404931940743303,67.44576419842448,65.4879606363338,3.472505412487159,26.796965382704975,4.2425685684740655,1.2578231131254547,1.0557845167108222,63.12871010993454,7.506600478174648,16.162709598909093,10.888372183145439,4.538532092118233,11.690289660922435,52.12281178748077,19.55029260704187,11.962572739135693,0.13550111330098216
4,1.44046136011012,3.53837903959868,17.18225919947657,77.83890040081464,8.248678055584628,11.234537737720904,80.51678420669447,74.555054821515,3.956829690543077,16.60135221313462,4.886763274807302,14.462322232587175,14.433193016847405,65.69314319612603,1.0718338125506166,3.44337049141816,0.8961372504706177,0.9339521916211154,10.549876187399716,81.4567961185887,4.2538108966841754,0.8417969590173869,1.9637676466889218
1,81.02144617392551,13.816486938783656,3.0796591747063315,2.082407712584502,81.44025301632372,14.960039714777981,3.5997072688982876,11.345278850359769,8.267648793205709,77.30384213885507,3.0832302175794397,0.6319059291076645,1.1077245446930137,67.16560730170387,17.776616473859992,2.134938189908143,11.183207560727295,12.525653878015591,18.957739920268274,24.475230908353474,24.201519284342794,18.82769209025927,1.012163918760595
5,6.602717204446624,17.02893774402321,9.191454447840854,67.1768906036893,17.278233427374772,21.898654135774034,60.823112436851204,57.40622820654136,4.673767654624101,32.30785673433724,5.612147404497303,0.9706299847078674,1.5952375988024168,53.03274582342121,15.908707728370647,7.157073060602342,21.335605804095508,8.396970165044737,12.271682493974243,46.92712313247458,14.327394960636736,18.01787165258076,0.058957595288949026
2,86.49184200611006,11.280893618124049,1.6219017436541279,0.6053626321117601,86.14925693384673,11.795160726271492,2.055582339881783,7.606227482266031,16.02035142826124,73.54294873258902,2.8304723568837082,8.31595576553076,4.349140914461171,67.65968441690481,1.7846979730150443,10.955375034271668,6.935145895816543,2.455534169095526,7.834499593124554,62.67119525653454,14.505982836537779,8.147164291479907,4.385623853227708
5,5.250192045207573,9.986367777613511,20.885971878154017,63.8774682990249,14.269487862776431,14.29894918575694,71.43156295146662,70.85663052637885,3.6620580152015547,22.746346269862137,2.7349651885574655,1.1314900974165347,0.9958549875824013,65.13171378865572,7.055284098020991,13.62100499341775,12.064652034906606,12.461840295896536,6.0014408268704456,47.516189855528054,17.463341664257914,16.42436118501605,0.13282617243099926
